sample	t1	m433	m434	m435	m436	m437	m438	m439	m440	m441	m442	m443	m444	m445	m446	m447	m448	m449	m450	m451	m452	m453	m454	m455	m456	m457	m458	m459	m460	m461	m462	m463	m464	m465	m466	m467	m468	m469	m470	m471	m472	m473	m474	m475	m476	m477	m478	m479	m480	m481	m482	m483	m484	m485	m486	m487	m488	m489	m490	m491	m492	m493	m494	m495	m496	m497	m498	m499	m500	m501	m502	m503	m504	m505	m506	m507	m508	m509	m510	m511	m512	m513	m514	m515	m516	m517	m518	m519	m520	m521	m522	m523	m524	m525	m526	m527	m528	m529	m530	m531	m532	m533	m534	m535	m536	m537	m538	m539	m540	m541	m542	m543	t2
MO086	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.9565217391304341	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666627	1.0	0.0	1.0	0.33333333333334125	0.0	0.20000000000000284	1.2000000000000028	2.0	2.0	1.6666666666666705	1.0	1.6000000000000085	1.6000000000000085	2.0	2.0	1.0	1.0	1.0	1.0	1.0487804878048785	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49999999999998224	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.7000000000000028	1.0	0.5	0.0	0.0	1.0	0.0	0.0	0.7777777777777725	1.0	0.0	0.0	0.5	0.749999999999997	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MO087	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	1.0434782608695659	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.5862068965517255	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9866666666666657	1.9599999999999986	1.519999999999999	1.0	0.6097560975609744	0.1219512195121949	0.0975609756097573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421845349736438
MO088	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5999999999999943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO090	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.0	0.0	1.0	0.7446808510638305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7572815533980568	1.8252427184466007	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.7499999999999911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421845349736438
MO092	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333255	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO093	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09756097560975728	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.156862745098036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	2.0	2.0	2.0	1.9757815465026356
MO095	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.6666666666666745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09756097560975728	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.01333333333333447	0.040000000000001514	0.48000000000000115	1.0	0.6097560975609744	0.1219512195121949	0.0975609756097573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421845349736438
MO096	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.7619047619047613	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421845349736438
MO097	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000000000284	1.2000000000000028	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2195121951219487	0.2439024390243898	0.1951219512195146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2	0.0	0.0	0.0	0.02421845349736438
MO098	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.7125000000000004	0.9874999999999998	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.8823529411764728	2.0	2.0	2.0	2.0	1.3333333333333373	1.0	2.0	1.7499999999999956	1.2500000000000044	1.0	1.1000000000000014	1.6000000000000014	2.0	2.0	2.0	2.0	1.4999999999999942	1.4999999999999942	1.1666666666666687	1.1666666666666687	1.0	1.5862068965517255	2.0	2.0	2.0	2.0	1.2427184466019432	0.1747572815533993	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.222222222222224	1.0	1.0	1.0	1.0	1.0	0.249999999999998	0.0	1.2432432432432485	1.5135135135135185	1.8918918918918903	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO099	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7572815533980568	1.8252427184466007	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.8749999999999956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO101	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5454545454545445	0.9999999999999967	0.0	0.0	0.0	0.0	0.0	0.0	0.7804878048780514	1.7560975609756102	1.8048780487804854	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.8749999999999956	1.0	2.0	1.0	1.4285714285714226	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO102	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.9565217391304341	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.843137254901964	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.4666666666666686	1.0	1.0
MO105	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	0.0	1.9130434782608683	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.6666666666666718	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.6666666666666825	0.0	0.20000000000000284	1.2000000000000028	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.1724137931034508	2.0	2.0	1.9024390243902427	0.0	0.7572815533980568	1.8252427184466007	2.0	2.0	2.0	2.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	0.156862745098036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO106	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2	0.0	0.0	0.0	0.02421845349736438
MO109	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.6666666666666587	1.0	1.0526315789473693	1.3157894736842115	1.5263157894736845	1.6842105263157923	1.789473684210527	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9024390243902427	0.0	0.3786407766990284	0.9126213592233003	1.0	1.2272727272727277	1.5000000000000018	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.156862745098036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421845349736438
MO110	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7804878048780514	1.7560975609756102	1.8048780487804854	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO111	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.7999999999999972	0.7999999999999972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7572815533980568	1.8252427184466007	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.156862745098036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02421845349736438
MO113	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO114	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO115	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2427184466019432	0.1747572815533993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	2.0	2.0	2.0	1.9757815465026356
MO116	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.6666666666666614	1.4444444444444435	1.0	1.6000000000000085	1.6000000000000085	2.0	2.0	1.0	1.0	1.0	1.0	1.0487804878048785	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9733333333333312	1.919999999999997	1.0399999999999978	0.0	0.3902439024390257	0.8780487804878051	0.9024390243902427	1.0	0.0	0.0	0.0	0.0	0.38095238095238065	1.0	0.8749999999999956	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.7777777777777725	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.968	1.94	1.9157815465026355
MO118	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.200000000000017	1.200000000000017	2.0	2.0	2.0	2.0	2.0	2.0	1.9024390243902427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO119	1.441136533058291	1.4820000000000002	1.4840000000000002	1.626	1.726	1.87	1.9080000000000001	1.9220000000000002	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09756097560975728	2.0	1.2427184466019432	0.1747572815533993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.499999999999994	2.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO121	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2380952380952386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
MO123	0.5588634669417091	0.518	0.516	0.37399999999999994	0.27399999999999997	0.13	0.09199999999999993	0.07799999999999996	0.0	0.0	1.9130434782608683	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.6666666666666718	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.6666666666666825	0.0	0.20000000000000284	1.2000000000000028	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.1724137931034508	2.0	2.0	1.9024390243902427	0.0	0.7572815533980568	1.8252427184466007	2.0	2.0	2.0	2.0	0.0	0.02666666666666894	0.08000000000000303	0.9600000000000023	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.9757815465026356
