sample	t1	m1030	m1031	m1032	m1033	m1034	m1035	m1036	m1037	m1038	m1039	m1040	m1041	m1042	m1043	m1044	m1045	m1046	m1047	m1048	m1049	m1050	m1051	m1052	m1053	m1054	m1055	m1056	m1057	m1058	m1059	m1060	m1061	m1062	m1063	m1064	m1065	m1066	m1067	m1068	m1069	m1070	m1071	m1072	m1073	m1074	m1075	m1076	m1077	m1078	m1079	m1080	m1081	m1082	m1083	m1084	m1085	m1086	m1087	m1088	m1089	m1090	m1091	m1092	m1093	m1094	m1095	m1096	m1097	m1098	m1099	m1100	m1101	m1102	m1103	m1104	m1105	m1106	t2
MO043	0.02700963969005694	0.0	0.0449438202247191	1.3258426966292136	2.0	1.165562913907285	0.3576158940397349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO044	1.972990360309943	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.7	1.4166666666666665	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.3750000000000033	1.2499999999999933	0.0	0.5384615384615372	2.0	1.996	1.946	1.782	1.744763091431151
MO045	1.972990360309943	2.0	1.9550561797752808	0.6741573033707864	0.0	0.0	0.0	0.0	0.0	0.0	0.3000000000000001	0.5833333333333334	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666322	0.4166666666666669	1.0833333333333317	1.9166666666666654	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO046	1.972990360309943	2.0	2.0	2.0	2.0	1.165562913907285	0.3576158940397349	0.0	0.8000000000000007	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5384615384615372	2.0	1.996	1.946	1.782	1.744763091431151
MO047	0.02700963969005694	0.0	0.0449438202247191	1.3258426966292136	2.0	1.165562913907285	0.3576158940397349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO048	1.972990360309943	2.0	1.9550561797752808	0.6741573033707864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO051	1.0	1.0	1.0	1.0	1.0	1.4172185430463577	1.8211920529801326	2.0	1.8857142857142855	1.8571428571428572	1.5999999999999999	1.3571428571428572	1.0	2.0	1.0	1.6428571428571423	2.0	2.0	1.0	1.0	1.2857142857142887	1.5714285714285774	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.4615384615384628	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO052	1.972990360309943	2.0	1.9775280898876404	1.3370786516853932	1.0	0.5827814569536425	0.17880794701986746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1153846153846159	2.0	1.0	2.0	1.1666666666666652	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO054	1.972990360309943	2.0	1.9550561797752808	0.6741573033707864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO055	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6000000000000014	2.0	2.0	2.0	2.0	0.0	0.0	1.285714285714285	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.5	0.0	1.1153846153846159	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO056	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1153846153846159	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.6249999999999967	0.7500000000000067	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO057	1.972990360309943	2.0	2.0	2.0	2.0	1.165562913907285	0.3576158940397349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO058	1.972990360309943	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.3750000000000033	1.2499999999999933	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO059	0.02700963969005694	0.0	0.0	0.0	0.0	0.8344370860927152	1.642384105960265	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO060	1.972990360309943	2.0	1.9775280898876404	1.3370786516853932	1.0	1.4172185430463577	1.8211920529801326	2.0	1.1999999999999993	1.0	0.7	0.41666666666666663	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6956521739130439	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9690721649484539	0.9175257731958766	0.9072164948453603	0.8041237113402057	0.5876288659793816	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO061	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO062	1.972990360309943	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO063	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3000000000000001	0.5833333333333334	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	0.0	0.9189189189189197	1.72972972972973	2.0	1.8333333333333368	1.583333333333333	0.9166666666666683	0.08333333333333459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1153846153846159	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.7307692307692313	1.0	1.0	1.0	1.0	1.0
MO066	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5576923076923079	1.0	1.0	2.0	1.1666666666666652	1.0	1.0	1.5344827586206902	1.5344827586206902	1.5344827586206902	1.5344827586206902	1.5344827586206902	2.0	2.0	2.0	2.0	2.0	2.0	1.4615384615384628	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO067	1.972990360309943	2.0	2.0	2.0	2.0	1.165562913907285	0.3576158940397349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.285714285714285	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO068	1.0	1.0	1.0	1.0	1.0	0.5827814569536425	0.17880794701986746	0.0	0.0	0.0	0.3000000000000001	0.5833333333333334	1.0	1.0	1.0	1.6428571428571423	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO071	0.02700963969005694	0.0	0.0449438202247191	1.3258426966292136	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1153846153846159	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO074	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4594594594594599	1.864864864864865	2.0	1.9285714285714302	1.8214285714285714	1.5357142857142863	1.1785714285714288	1.1428571428571423	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.8095238095238095	1.8095238095238095	1.571428571428571	1.3809523809523805	1.0	1.0	1.0	1.0	1.0	1.25	1.4482758620689653	1.724137931034483	1.8448275862068968	1.974137931034483	2.0	1.5849056603773584	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.05319148936170209	0.06382978723404342	0.1702127659574476	0.3936170212765958	1.0	1.0	1.0	1.0	1.0
MO075	1.972990360309943	2.0	1.9550561797752808	0.6741573033707864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO076	0.02700963969005694	0.0	0.0	0.0	0.0	0.8344370860927152	1.642384105960265	2.0	2.0	2.0	1.4	0.8333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO077	1.972990360309943	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO079	1.972990360309943	2.0	1.9550561797752808	0.6741573033707864	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000000000002	1.1666666666666667	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.8846153846153841	0.0	0.0	0.0	1.6666666666666694	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.3750000000000033	1.2499999999999933	0.0	0.2692307692307686	1.0	1.0	1.0	1.0	1.0
MO080	0.02700963969005694	0.0	0.0	0.0	0.0	0.8344370860927152	1.642384105960265	2.0	1.1999999999999993	1.0	0.7	0.41666666666666663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333161	0.20833333333333345	0.5416666666666659	0.9583333333333327	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	0.8846153846153841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO081	1.972990360309943	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.4	0.8333333333333333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO082	0.02700963969005694	0.0	0.0	0.0	0.0	0.8344370860927152	1.642384105960265	2.0	2.0	2.0	1.7	1.4166666666666665	1.0	1.0	1.0	0.35714285714285754	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO083	0.02700963969005694	0.0	0.0449438202247191	1.3258426966292136	2.0	1.165562913907285	0.3576158940397349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	2.0	2.0	2.0	2.0	0.3333333333333306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9152542372881355	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO085	0.02700963969005694	0.0	0.0	0.0	0.0	0.8344370860927152	1.642384105960265	2.0	1.1999999999999993	1.0	1.3000000000000003	1.5833333333333335	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615372	2.0	1.996	1.946	1.782	1.744763091431151
MO086	1.0	1.0	0.9775280898876404	0.3370786516853932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333161	0.20833333333333345	0.5416666666666659	0.9583333333333327	1.0	1.0	1.0	0.0	0.0	1.0	0.444444444444448	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.9523809523809518	0.23809523809523792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4150943396226417	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.31249999999999833	0.37500000000000333	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MO087	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666666694	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.3750000000000033	1.2499999999999933	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO088	0.02700963969005694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
MO090	1.972990360309943	2.0	2.0	2.0	2.0	1.2173913043478262	0.4596273291925468	0.12422360248447228	0.024844720496894457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9189189189189197	1.72972972972973	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004000000000000057	0.05400000000000007	0.21800000000000017	0.2552369085688492
MO092	0.02700963969005694	0.0	0.0	0.0	0.0	0.4172185430463576	0.8211920529801325	1.0	0.1999999999999993	0.0	0.3000000000000001	0.5833333333333334	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	0.0	0.9189189189189197	1.72972972972973	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.996	1.946	1.782	1.744763091431151
